date,outbreak_group,outbreak_subgroup,number_ongoing_outbreaks
2021-02-22,2 Congregate Living,18 Short-term accommodations,2
2021-02-22,2 Congregate Living,22 Congregate other,5
2021-02-22,2 Congregate Living,4 Group Home/Supportive Housing,46
2021-02-22,2 Congregate Living,5 Correctional Facility,14
2021-02-22,2 Congregate Living,6 Shelter,30
2021-02-22,3 Education,10 School - Post-Secondary,1
2021-02-22,3 Education,11 Child care,35
2021-02-22,3 Education,7 School - Elementary,24
2021-02-22,3 Education,8 School - Secondary,8
2021-02-22,3 Education,9 School - Elementary/Secondary,1
2021-02-22,4 Workplace,12 Workplace - Farm,9
2021-02-22,4 Workplace,13 Workplace - Food Processing,8
2021-02-22,4 Workplace,14 Workplace - Other,90
2021-02-22,4 Workplace,15 Retail,15
2021-02-22,4 Workplace,16 Medical/Health Service,5
2021-02-22,5 Recreational,17 Bar/restaurant/nightclub,6
2021-02-22,5 Recreational,19 Recreational fitness,1
2021-02-22,5 Recreational,21 Other recreation,11
2021-02-22,6 Other/Unknown,23 Other,9
2021-02-22,6 Other/Unknown,24 Unknown,2
2021-02-23,1 Congregate Care,1 Long-Term Care Homes,121
2021-02-23,1 Congregate Care,2 Hospitals,38
2021-02-23,1 Congregate Care,3 Retirement Homes,69
2021-02-23,2 Congregate Living,18 Short-term accommodations,2
2021-02-23,2 Congregate Living,22 Congregate other,3
2021-02-23,2 Congregate Living,4 Group Home/Supportive Housing,45
2021-02-23,2 Congregate Living,5 Correctional Facility,14
2021-02-23,2 Congregate Living,6 Shelter,30
2021-02-23,3 Education,10 School - Post-Secondary,1
2021-02-23,3 Education,11 Child care,36
2021-02-23,3 Education,7 School - Elementary,27
2021-02-23,3 Education,8 School - Secondary,8
2021-02-23,3 Education,9 School - Elementary/Secondary,1
2021-02-23,4 Workplace,12 Workplace - Farm,14
2021-02-23,4 Workplace,13 Workplace - Food Processing,7
2021-02-23,4 Workplace,14 Workplace - Other,83
2021-02-23,4 Workplace,15 Retail,14
2021-02-23,4 Workplace,16 Medical/Health Service,5
2021-02-23,5 Recreational,17 Bar/restaurant/nightclub,6
2021-02-23,5 Recreational,19 Recreational fitness,1
2021-02-23,5 Recreational,21 Other recreation,10
2021-02-23,6 Other/Unknown,23 Other,8
2021-02-23,6 Other/Unknown,24 Unknown,2
2021-02-24,1 Congregate Care,1 Long-Term Care Homes,114
2021-02-24,1 Congregate Care,2 Hospitals,33
2021-02-24,1 Congregate Care,3 Retirement Homes,63
2021-02-24,2 Congregate Living,18 Short-term accommodations,2
2021-02-24,2 Congregate Living,22 Congregate other,2
2021-02-24,2 Congregate Living,4 Group Home/Supportive Housing,45
2021-02-24,2 Congregate Living,5 Correctional Facility,14
2021-02-24,2 Congregate Living,6 Shelter,29
2021-02-24,3 Education,10 School - Post-Secondary,1
2021-02-24,3 Education,11 Child care,33
2021-02-24,3 Education,7 School - Elementary,30
2021-02-24,3 Education,8 School - Secondary,9
2021-02-24,3 Education,9 School - Elementary/Secondary,1
2021-02-24,4 Workplace,12 Workplace - Farm,14
2021-02-24,4 Workplace,13 Workplace - Food Processing,8
2021-02-24,4 Workplace,14 Workplace - Other,88
2021-02-24,4 Workplace,15 Retail,13
2021-02-24,4 Workplace,16 Medical/Health Service,7
2021-02-24,5 Recreational,17 Bar/restaurant/nightclub,7
2021-02-24,5 Recreational,19 Recreational fitness,1
2021-02-24,5 Recreational,21 Other recreation,11
2021-02-24,6 Other/Unknown,23 Other,1
2021-02-24,6 Other/Unknown,24 Unknown,1
2021-02-25,1 Congregate Care,1 Long-Term Care Homes,107
2021-02-25,1 Congregate Care,2 Hospitals,35
2021-02-25,1 Congregate Care,3 Retirement Homes,63
2021-02-25,2 Congregate Living,18 Short-term accommodations,2
2021-02-25,2 Congregate Living,22 Congregate other,3
2021-02-25,2 Congregate Living,4 Group Home/Supportive Housing,45
2021-02-25,2 Congregate Living,5 Correctional Facility,13
2021-02-25,2 Congregate Living,6 Shelter,29
2021-02-25,3 Education,10 School - Post-Secondary,1
2021-02-25,3 Education,11 Child care,33
2021-02-25,3 Education,7 School - Elementary,27
2021-02-25,3 Education,8 School - Secondary,11
2021-02-25,3 Education,9 School - Elementary/Secondary,1
2021-02-25,4 Workplace,12 Workplace - Farm,16
2021-02-25,4 Workplace,13 Workplace - Food Processing,8
2021-02-25,4 Workplace,14 Workplace - Other,86
2021-02-25,4 Workplace,15 Retail,14
2021-02-25,4 Workplace,16 Medical/Health Service,7
2021-02-25,5 Recreational,17 Bar/restaurant/nightclub,8
2021-02-25,5 Recreational,19 Recreational fitness,1
2021-02-25,5 Recreational,21 Other recreation,11
2021-02-25,6 Other/Unknown,23 Other,3
2021-02-25,6 Other/Unknown,24 Unknown,1
2021-02-26,1 Congregate Care,1 Long-Term Care Homes,104
2021-02-26,1 Congregate Care,2 Hospitals,34
2021-02-26,1 Congregate Care,3 Retirement Homes,62
2021-02-26,2 Congregate Living,18 Short-term accommodations,2
2021-02-26,2 Congregate Living,22 Congregate other,2
2021-02-26,2 Congregate Living,4 Group Home/Supportive Housing,42
2021-02-26,2 Congregate Living,5 Correctional Facility,13
2021-02-26,2 Congregate Living,6 Shelter,30
2021-02-26,3 Education,10 School - Post-Secondary,1
2021-02-26,3 Education,11 Child care,33
2021-02-26,3 Education,7 School - Elementary,32
2021-02-26,3 Education,8 School - Secondary,11
2021-02-26,3 Education,9 School - Elementary/Secondary,1
2021-02-26,4 Workplace,12 Workplace - Farm,16
2021-02-26,4 Workplace,13 Workplace - Food Processing,7
2021-02-26,4 Workplace,14 Workplace - Other,97
2021-02-26,4 Workplace,15 Retail,13
2021-02-26,4 Workplace,16 Medical/Health Service,7
2021-02-26,5 Recreational,17 Bar/restaurant/nightclub,10
2021-02-26,5 Recreational,19 Recreational fitness,1
2021-02-26,5 Recreational,21 Other recreation,11
2021-02-26,6 Other/Unknown,23 Other,10
2021-02-26,6 Other/Unknown,24 Unknown,2
2021-02-27,1 Congregate Care,1 Long-Term Care Homes,98
2021-02-27,1 Congregate Care,2 Hospitals,35
2021-02-27,1 Congregate Care,3 Retirement Homes,59
2021-02-27,2 Congregate Living,18 Short-term accommodations,2
2021-02-27,2 Congregate Living,22 Congregate other,3
2021-02-27,2 Congregate Living,4 Group Home/Supportive Housing,44
2021-02-27,2 Congregate Living,5 Correctional Facility,13
2021-02-27,2 Congregate Living,6 Shelter,30
2021-02-27,3 Education,10 School - Post-Secondary,1
2021-02-27,3 Education,11 Child care,33
2021-02-27,3 Education,7 School - Elementary,30
2021-02-27,3 Education,8 School - Secondary,9
2021-02-27,3 Education,9 School - Elementary/Secondary,2
2021-02-27,4 Workplace,12 Workplace - Farm,16
2021-02-27,4 Workplace,13 Workplace - Food Processing,8
2021-02-27,4 Workplace,14 Workplace - Other,103
2021-02-27,4 Workplace,15 Retail,13
2021-02-27,4 Workplace,16 Medical/Health Service,6
2021-02-27,5 Recreational,17 Bar/restaurant/nightclub,10
2021-02-27,5 Recreational,19 Recreational fitness,2
2021-02-27,5 Recreational,21 Other recreation,12
2021-02-27,6 Other/Unknown,23 Other,10
2021-02-27,6 Other/Unknown,24 Unknown,5
2021-02-28,1 Congregate Care,1 Long-Term Care Homes,96
2021-02-28,1 Congregate Care,2 Hospitals,35
2021-02-28,1 Congregate Care,3 Retirement Homes,61
2021-02-28,2 Congregate Living,18 Short-term accommodations,2
2021-02-28,2 Congregate Living,22 Congregate other,3
2021-02-28,2 Congregate Living,4 Group Home/Supportive Housing,43
2021-02-28,2 Congregate Living,5 Correctional Facility,12
2021-02-28,2 Congregate Living,6 Shelter,31
2021-02-28,3 Education,11 Child care,29
2021-02-28,3 Education,7 School - Elementary,29
2021-02-28,3 Education,8 School - Secondary,9
2021-02-28,3 Education,9 School - Elementary/Secondary,2
2021-02-28,4 Workplace,12 Workplace - Farm,16
2021-02-28,4 Workplace,13 Workplace - Food Processing,9
2021-02-28,4 Workplace,14 Workplace - Other,107
2021-02-28,4 Workplace,15 Retail,14
2021-02-28,4 Workplace,16 Medical/Health Service,6
2021-02-28,5 Recreational,17 Bar/restaurant/nightclub,12
2021-02-28,5 Recreational,19 Recreational fitness,2
2021-02-28,5 Recreational,20 Personal service settings,1
2021-02-28,5 Recreational,21 Other recreation,17
2021-02-28,6 Other/Unknown,23 Other,9
2021-02-28,6 Other/Unknown,24 Unknown,1
2021-03-01,1 Congregate Care,1 Long-Term Care Homes,91
2021-03-01,1 Congregate Care,2 Hospitals,31
2021-03-01,1 Congregate Care,3 Retirement Homes,57
2021-03-01,2 Congregate Living,18 Short-term accommodations,2
2021-03-01,2 Congregate Living,22 Congregate other,4
2021-03-01,2 Congregate Living,4 Group Home/Supportive Housing,43
2021-03-01,2 Congregate Living,5 Correctional Facility,12
2021-03-01,2 Congregate Living,6 Shelter,32
2021-03-01,3 Education,11 Child care,28
2021-03-01,3 Education,7 School - Elementary,30
2021-03-01,3 Education,8 School - Secondary,9
2021-03-01,3 Education,9 School - Elementary/Secondary,3
2021-03-01,4 Workplace,12 Workplace - Farm,16
2021-03-01,4 Workplace,13 Workplace - Food Processing,9
2021-03-01,4 Workplace,14 Workplace - Other,112
2021-03-01,4 Workplace,15 Retail,15
2021-03-01,4 Workplace,16 Medical/Health Service,7
2021-03-01,5 Recreational,17 Bar/restaurant/nightclub,12
2021-03-01,5 Recreational,19 Recreational fitness,2
2021-03-01,5 Recreational,20 Personal service settings,1
2021-03-01,5 Recreational,21 Other recreation,18
2021-03-01,6 Other/Unknown,23 Other,9
2021-03-02,1 Congregate Care,1 Long-Term Care Homes,89
2021-03-02,1 Congregate Care,2 Hospitals,28
2021-03-02,1 Congregate Care,3 Retirement Homes,58
2021-03-02,2 Congregate Living,18 Short-term accommodations,2
2021-03-02,2 Congregate Living,22 Congregate other,4
2021-03-02,2 Congregate Living,4 Group Home/Supportive Housing,43
2021-03-02,2 Congregate Living,5 Correctional Facility,12
2021-03-02,2 Congregate Living,6 Shelter,32
2021-03-02,3 Education,11 Child care,31
2021-03-02,3 Education,7 School - Elementary,29
2021-03-02,3 Education,8 School - Secondary,9
2021-03-02,3 Education,9 School - Elementary/Secondary,3
2021-03-02,4 Workplace,12 Workplace - Farm,16
2021-03-02,4 Workplace,13 Workplace - Food Processing,8
2021-03-02,4 Workplace,14 Workplace - Other,103
2021-03-02,4 Workplace,15 Retail,12
2021-03-02,4 Workplace,16 Medical/Health Service,7
2021-03-02,5 Recreational,17 Bar/restaurant/nightclub,13
2021-03-02,5 Recreational,19 Recreational fitness,2
2021-03-02,5 Recreational,20 Personal service settings,1
2021-03-02,5 Recreational,21 Other recreation,18
2021-03-02,6 Other/Unknown,23 Other,9
2021-03-03,1 Congregate Care,1 Long-Term Care Homes,88
2021-03-03,1 Congregate Care,2 Hospitals,28
2021-03-03,1 Congregate Care,3 Retirement Homes,54
2021-03-03,2 Congregate Living,18 Short-term accommodations,2
2021-03-03,2 Congregate Living,22 Congregate other,5
2021-03-03,2 Congregate Living,4 Group Home/Supportive Housing,43
2021-03-03,2 Congregate Living,5 Correctional Facility,13
2021-03-03,2 Congregate Living,6 Shelter,30
2021-03-03,3 Education,11 Child care,34
2021-03-03,3 Education,7 School - Elementary,36
2021-03-03,3 Education,8 School - Secondary,10
2021-03-03,3 Education,9 School - Elementary/Secondary,3
2021-03-03,4 Workplace,12 Workplace - Farm,17
2021-03-03,4 Workplace,13 Workplace - Food Processing,8
2021-03-03,4 Workplace,14 Workplace - Other,102
2021-03-03,4 Workplace,15 Retail,11
2021-03-03,4 Workplace,16 Medical/Health Service,8
2021-03-03,5 Recreational,17 Bar/restaurant/nightclub,12
2021-03-03,5 Recreational,19 Recreational fitness,2
2021-03-03,5 Recreational,20 Personal service settings,2
2021-03-03,5 Recreational,21 Other recreation,16
2021-03-03,6 Other/Unknown,23 Other,8
2021-03-03,6 Other/Unknown,24 Unknown,3
2021-03-04,1 Congregate Care,1 Long-Term Care Homes,88
2021-03-04,1 Congregate Care,2 Hospitals,29
2021-03-04,1 Congregate Care,3 Retirement Homes,54
2021-03-04,2 Congregate Living,18 Short-term accommodations,2
2021-03-04,2 Congregate Living,22 Congregate other,4
2021-03-04,2 Congregate Living,4 Group Home/Supportive Housing,41
2021-03-04,2 Congregate Living,5 Correctional Facility,11
2021-03-04,2 Congregate Living,6 Shelter,31
2021-03-04,3 Education,10 School - Post-Secondary,3
2021-03-04,3 Education,11 Child care,34
2021-03-04,3 Education,7 School - Elementary,44
2021-03-04,3 Education,8 School - Secondary,12
2021-03-04,3 Education,9 School - Elementary/Secondary,3
2021-03-04,4 Workplace,12 Workplace - Farm,18
2021-03-04,4 Workplace,13 Workplace - Food Processing,9
2021-03-04,4 Workplace,14 Workplace - Other,101
2021-03-04,4 Workplace,15 Retail,11
2021-03-04,4 Workplace,16 Medical/Health Service,9
2021-03-04,5 Recreational,17 Bar/restaurant/nightclub,12
2021-03-04,5 Recreational,19 Recreational fitness,2
2021-03-04,5 Recreational,20 Personal service settings,2
2021-03-04,5 Recreational,21 Other recreation,15
2021-03-04,6 Other/Unknown,23 Other,1
2021-03-04,6 Other/Unknown,24 Unknown,7
2021-03-05,1 Congregate Care,1 Long-Term Care Homes,85
2021-03-05,1 Congregate Care,2 Hospitals,26
2021-03-05,1 Congregate Care,3 Retirement Homes,56
2021-03-05,2 Congregate Living,18 Short-term accommodations,2
2021-03-05,2 Congregate Living,22 Congregate other,4
2021-03-05,2 Congregate Living,4 Group Home/Supportive Housing,40
2021-03-05,2 Congregate Living,5 Correctional Facility,11
2021-03-05,2 Congregate Living,6 Shelter,31
2021-03-05,3 Education,10 School - Post-Secondary,3
2021-03-05,3 Education,11 Child care,30
2021-03-05,3 Education,7 School - Elementary,52
2021-03-05,3 Education,8 School - Secondary,13
2021-03-05,3 Education,9 School - Elementary/Secondary,3
2021-03-05,4 Workplace,12 Workplace - Farm,16
2021-03-05,4 Workplace,13 Workplace - Food Processing,8
2021-03-05,4 Workplace,14 Workplace - Other,99
2021-03-05,4 Workplace,15 Retail,12
2021-03-05,4 Workplace,16 Medical/Health Service,9
2021-03-05,5 Recreational,17 Bar/restaurant/nightclub,14
2021-03-05,5 Recreational,19 Recreational fitness,2
2021-03-05,5 Recreational,20 Personal service settings,2
2021-03-05,5 Recreational,21 Other recreation,16
2021-03-05,6 Other/Unknown,23 Other,9
2021-03-05,6 Other/Unknown,24 Unknown,8
2021-03-06,1 Congregate Care,1 Long-Term Care Homes,81
2021-03-06,1 Congregate Care,2 Hospitals,27
2021-03-06,1 Congregate Care,3 Retirement Homes,56
2021-03-06,2 Congregate Living,18 Short-term accommodations,3
2021-03-06,2 Congregate Living,22 Congregate other,4
2021-03-06,2 Congregate Living,4 Group Home/Supportive Housing,43
2021-03-06,2 Congregate Living,5 Correctional Facility,11
2021-03-06,2 Congregate Living,6 Shelter,31
2021-03-06,3 Education,10 School - Post-Secondary,3
2021-03-06,3 Education,11 Child care,30
2021-03-06,3 Education,7 School - Elementary,55
2021-03-06,3 Education,8 School - Secondary,12
2021-03-06,3 Education,9 School - Elementary/Secondary,3
2021-03-06,4 Workplace,12 Workplace - Farm,16
2021-03-06,4 Workplace,13 Workplace - Food Processing,6
2021-03-06,4 Workplace,14 Workplace - Other,97
2021-03-06,4 Workplace,15 Retail,14
2021-03-06,4 Workplace,16 Medical/Health Service,8
2021-03-06,5 Recreational,17 Bar/restaurant/nightclub,15
2021-03-06,5 Recreational,19 Recreational fitness,2
2021-03-06,5 Recreational,20 Personal service settings,2
2021-03-06,5 Recreational,21 Other recreation,16
2021-03-06,6 Other/Unknown,23 Other,9
2021-03-06,6 Other/Unknown,24 Unknown,8
2021-03-07,1 Congregate Care,1 Long-Term Care Homes,78
2021-03-07,1 Congregate Care,2 Hospitals,20
2021-03-07,1 Congregate Care,3 Retirement Homes,58
2021-03-07,2 Congregate Living,18 Short-term accommodations,2
2021-03-07,2 Congregate Living,22 Congregate other,4
2021-03-07,2 Congregate Living,4 Group Home/Supportive Housing,39
2021-03-07,2 Congregate Living,5 Correctional Facility,11
2021-03-07,2 Congregate Living,6 Shelter,32
2021-03-07,3 Education,10 School - Post-Secondary,3
2021-03-07,3 Education,11 Child care,28
2021-03-07,3 Education,7 School - Elementary,59
2021-03-07,3 Education,8 School - Secondary,11
2021-03-07,3 Education,9 School - Elementary/Secondary,3
2021-03-07,4 Workplace,12 Workplace - Farm,17
2021-03-07,4 Workplace,13 Workplace - Food Processing,6
2021-03-07,4 Workplace,14 Workplace - Other,100
2021-03-07,4 Workplace,15 Retail,13
2021-03-07,4 Workplace,16 Medical/Health Service,7
2021-03-07,5 Recreational,17 Bar/restaurant/nightclub,15
2021-03-07,5 Recreational,19 Recreational fitness,7
2021-03-07,5 Recreational,20 Personal service settings,3
2021-03-07,5 Recreational,21 Other recreation,16
2021-03-07,6 Other/Unknown,23 Other,10
2021-03-07,6 Other/Unknown,24 Unknown,9
2021-03-08,1 Congregate Care,1 Long-Term Care Homes,79
2021-03-08,1 Congregate Care,2 Hospitals,20
2021-03-08,1 Congregate Care,3 Retirement Homes,59
2021-03-08,2 Congregate Living,18 Short-term accommodations,2
2021-03-08,2 Congregate Living,22 Congregate other,5
2021-03-08,2 Congregate Living,4 Group Home/Supportive Housing,39
2021-03-08,2 Congregate Living,5 Correctional Facility,11
2021-03-08,2 Congregate Living,6 Shelter,32
2021-03-08,3 Education,10 School - Post-Secondary,2
2021-03-08,3 Education,11 Child care,27
2021-03-08,3 Education,7 School - Elementary,62
2021-03-08,3 Education,8 School - Secondary,10
2021-03-08,3 Education,9 School - Elementary/Secondary,3
2021-03-08,4 Workplace,12 Workplace - Farm,18
2021-03-08,4 Workplace,13 Workplace - Food Processing,5
2021-03-08,4 Workplace,14 Workplace - Other,96
2021-03-08,4 Workplace,15 Retail,14
2021-03-08,4 Workplace,16 Medical/Health Service,7
2021-03-08,5 Recreational,17 Bar/restaurant/nightclub,15
2021-03-08,5 Recreational,19 Recreational fitness,7
2021-03-08,5 Recreational,20 Personal service settings,4
2021-03-08,5 Recreational,21 Other recreation,16
2021-03-08,6 Other/Unknown,23 Other,10
2021-03-08,6 Other/Unknown,24 Unknown,11
2021-03-09,1 Congregate Care,1 Long-Term Care Homes,75
2021-03-09,1 Congregate Care,2 Hospitals,22
2021-03-09,1 Congregate Care,3 Retirement Homes,56
2021-03-09,2 Congregate Living,18 Short-term accommodations,2
2021-03-09,2 Congregate Living,22 Congregate other,4
2021-03-09,2 Congregate Living,4 Group Home/Supportive Housing,36
2021-03-09,2 Congregate Living,5 Correctional Facility,11
2021-03-09,2 Congregate Living,6 Shelter,32
2021-03-09,3 Education,10 School - Post-Secondary,2
2021-03-09,3 Education,11 Child care,28
2021-03-09,3 Education,7 School - Elementary,63
2021-03-09,3 Education,8 School - Secondary,11
2021-03-09,3 Education,9 School - Elementary/Secondary,3
2021-03-09,4 Workplace,12 Workplace - Farm,19
2021-03-09,4 Workplace,13 Workplace - Food Processing,5
2021-03-09,4 Workplace,14 Workplace - Other,92
2021-03-09,4 Workplace,15 Retail,15
2021-03-09,4 Workplace,16 Medical/Health Service,7
2021-03-09,5 Recreational,17 Bar/restaurant/nightclub,15
2021-03-09,5 Recreational,19 Recreational fitness,7
2021-03-09,5 Recreational,20 Personal service settings,4
2021-03-09,5 Recreational,21 Other recreation,16
2021-03-09,6 Other/Unknown,23 Other,10
2021-03-09,6 Other/Unknown,24 Unknown,10
2021-03-10,1 Congregate Care,1 Long-Term Care Homes,74
2021-03-10,1 Congregate Care,2 Hospitals,22
2021-03-10,1 Congregate Care,3 Retirement Homes,55
2021-03-10,2 Congregate Living,18 Short-term accommodations,3
2021-03-10,2 Congregate Living,22 Congregate other,4
2021-03-10,2 Congregate Living,4 Group Home/Supportive Housing,33
2021-03-10,2 Congregate Living,5 Correctional Facility,11
2021-03-10,2 Congregate Living,6 Shelter,32
2021-03-10,3 Education,10 School - Post-Secondary,2
2021-03-10,3 Education,11 Child care,30
2021-03-10,3 Education,7 School - Elementary,68
2021-03-10,3 Education,8 School - Secondary,13
2021-03-10,3 Education,9 School - Elementary/Secondary,3
2021-03-10,4 Workplace,12 Workplace - Farm,17
2021-03-10,4 Workplace,13 Workplace - Food Processing,5
2021-03-10,4 Workplace,14 Workplace - Other,91
2021-03-10,4 Workplace,15 Retail,16
2021-03-10,4 Workplace,16 Medical/Health Service,4
2021-03-10,5 Recreational,17 Bar/restaurant/nightclub,16
2021-03-10,5 Recreational,19 Recreational fitness,7
2021-03-10,5 Recreational,20 Personal service settings,4
2021-03-10,5 Recreational,21 Other recreation,15
2021-03-10,6 Other/Unknown,23 Other,11
2021-03-10,6 Other/Unknown,24 Unknown,9
2021-03-11,1 Congregate Care,1 Long-Term Care Homes,75
2021-03-11,1 Congregate Care,2 Hospitals,20
2021-03-11,1 Congregate Care,3 Retirement Homes,53
2021-03-11,2 Congregate Living,18 Short-term accommodations,3
2021-03-11,2 Congregate Living,22 Congregate other,6
2021-03-11,2 Congregate Living,4 Group Home/Supportive Housing,37
2021-03-11,2 Congregate Living,5 Correctional Facility,10
2021-03-11,2 Congregate Living,6 Shelter,32
2021-03-11,3 Education,10 School - Post-Secondary,2
2021-03-11,3 Education,11 Child care,35
2021-03-11,3 Education,7 School - Elementary,75
2021-03-11,3 Education,8 School - Secondary,13
2021-03-11,3 Education,9 School - Elementary/Secondary,2
2021-03-11,4 Workplace,12 Workplace - Farm,17
2021-03-11,4 Workplace,13 Workplace - Food Processing,8
2021-03-11,4 Workplace,14 Workplace - Other,92
2021-03-11,4 Workplace,15 Retail,17
2021-03-11,4 Workplace,16 Medical/Health Service,6
2021-03-11,5 Recreational,17 Bar/restaurant/nightclub,15
2021-03-11,5 Recreational,19 Recreational fitness,7
2021-03-11,5 Recreational,20 Personal service settings,4
2021-03-11,5 Recreational,21 Other recreation,14
2021-03-11,6 Other/Unknown,23 Other,2
2021-03-11,6 Other/Unknown,24 Unknown,5
2021-03-12,1 Congregate Care,1 Long-Term Care Homes,78
2021-03-12,1 Congregate Care,2 Hospitals,20
2021-03-12,1 Congregate Care,3 Retirement Homes,51
2021-03-12,2 Congregate Living,18 Short-term accommodations,3
2021-03-12,2 Congregate Living,22 Congregate other,7
2021-03-12,2 Congregate Living,4 Group Home/Supportive Housing,36
2021-03-12,2 Congregate Living,5 Correctional Facility,10
2021-03-12,2 Congregate Living,6 Shelter,34
2021-03-12,3 Education,10 School - Post-Secondary,2
2021-03-12,3 Education,11 Child care,37
2021-03-12,3 Education,7 School - Elementary,75
2021-03-12,3 Education,8 School - Secondary,15
2021-03-12,3 Education,9 School - Elementary/Secondary,1
2021-03-12,4 Workplace,12 Workplace - Farm,18
2021-03-12,4 Workplace,13 Workplace - Food Processing,7
2021-03-12,4 Workplace,14 Workplace - Other,94
2021-03-12,4 Workplace,15 Retail,18
2021-03-12,4 Workplace,16 Medical/Health Service,5
2021-03-12,5 Recreational,17 Bar/restaurant/nightclub,12
2021-03-12,5 Recreational,19 Recreational fitness,7
2021-03-12,5 Recreational,20 Personal service settings,4
2021-03-12,5 Recreational,21 Other recreation,14
2021-03-12,6 Other/Unknown,23 Other,2
2021-03-12,6 Other/Unknown,24 Unknown,7
2021-03-13,1 Congregate Care,1 Long-Term Care Homes,78
2021-03-13,1 Congregate Care,2 Hospitals,22
2021-03-13,1 Congregate Care,3 Retirement Homes,52
2021-03-13,2 Congregate Living,18 Short-term accommodations,2
2021-03-13,2 Congregate Living,22 Congregate other,10
2021-03-13,2 Congregate Living,4 Group Home/Supportive Housing,37
2021-03-13,2 Congregate Living,5 Correctional Facility,8
2021-03-13,2 Congregate Living,6 Shelter,34
2021-03-13,3 Education,10 School - Post-Secondary,2
2021-03-13,3 Education,11 Child care,38
2021-03-13,3 Education,7 School - Elementary,78
2021-03-13,3 Education,8 School - Secondary,15
2021-03-13,3 Education,9 School - Elementary/Secondary,1
2021-03-13,4 Workplace,12 Workplace - Farm,18
2021-03-13,4 Workplace,13 Workplace - Food Processing,8
2021-03-13,4 Workplace,14 Workplace - Other,99
2021-03-13,4 Workplace,15 Retail,18
2021-03-13,4 Workplace,16 Medical/Health Service,4
2021-03-13,5 Recreational,17 Bar/restaurant/nightclub,12
2021-03-13,5 Recreational,19 Recreational fitness,6
2021-03-13,5 Recreational,20 Personal service settings,4
2021-03-13,5 Recreational,21 Other recreation,14
2021-03-13,6 Other/Unknown,23 Other,2
2021-03-13,6 Other/Unknown,24 Unknown,8
2021-03-14,1 Congregate Care,1 Long-Term Care Homes,75
2021-03-14,1 Congregate Care,2 Hospitals,25
2021-03-14,1 Congregate Care,3 Retirement Homes,53
2021-03-14,2 Congregate Living,18 Short-term accommodations,4
2021-03-14,2 Congregate Living,22 Congregate other,8
2021-03-14,2 Congregate Living,4 Group Home/Supportive Housing,36
2021-03-14,2 Congregate Living,5 Correctional Facility,8
2021-03-14,2 Congregate Living,6 Shelter,32
2021-03-14,3 Education,10 School - Post-Secondary,3
2021-03-14,3 Education,11 Child care,40
2021-03-14,3 Education,7 School - Elementary,77
2021-03-14,3 Education,8 School - Secondary,12
2021-03-14,3 Education,9 School - Elementary/Secondary,1
2021-03-14,4 Workplace,12 Workplace - Farm,19
2021-03-14,4 Workplace,13 Workplace - Food Processing,7
2021-03-14,4 Workplace,14 Workplace - Other,103
2021-03-14,4 Workplace,15 Retail,18
2021-03-14,4 Workplace,16 Medical/Health Service,5
2021-03-14,5 Recreational,17 Bar/restaurant/nightclub,11
2021-03-14,5 Recreational,19 Recreational fitness,6
2021-03-14,5 Recreational,20 Personal service settings,3
2021-03-14,5 Recreational,21 Other recreation,14
2021-03-14,6 Other/Unknown,23 Other,4
2021-03-14,6 Other/Unknown,24 Unknown,7
2021-03-15,1 Congregate Care,1 Long-Term Care Homes,74
2021-03-15,1 Congregate Care,2 Hospitals,29
2021-03-15,1 Congregate Care,3 Retirement Homes,52
2021-03-15,2 Congregate Living,18 Short-term accommodations,4
2021-03-15,2 Congregate Living,22 Congregate other,9
2021-03-15,2 Congregate Living,4 Group Home/Supportive Housing,37
2021-03-15,2 Congregate Living,5 Correctional Facility,8
2021-03-15,2 Congregate Living,6 Shelter,31
2021-03-15,3 Education,10 School - Post-Secondary,2
2021-03-15,3 Education,11 Child care,39
2021-03-15,3 Education,7 School - Elementary,77
2021-03-15,3 Education,8 School - Secondary,13
2021-03-15,3 Education,9 School - Elementary/Secondary,1
2021-03-15,4 Workplace,12 Workplace - Farm,17
2021-03-15,4 Workplace,13 Workplace - Food Processing,5
2021-03-15,4 Workplace,14 Workplace - Other,97
2021-03-15,4 Workplace,15 Retail,20
2021-03-15,4 Workplace,16 Medical/Health Service,4
2021-03-15,5 Recreational,17 Bar/restaurant/nightclub,12
2021-03-15,5 Recreational,19 Recreational fitness,6
2021-03-15,5 Recreational,20 Personal service settings,3
2021-03-15,5 Recreational,21 Other recreation,14
2021-03-15,6 Other/Unknown,23 Other,5
2021-03-15,6 Other/Unknown,24 Unknown,7
2021-03-16,1 Congregate Care,1 Long-Term Care Homes,71
2021-03-16,1 Congregate Care,2 Hospitals,28
2021-03-16,1 Congregate Care,3 Retirement Homes,50
2021-03-16,2 Congregate Living,18 Short-term accommodations,3
2021-03-16,2 Congregate Living,22 Congregate other,10
2021-03-16,2 Congregate Living,4 Group Home/Supportive Housing,35
2021-03-16,2 Congregate Living,5 Correctional Facility,9
2021-03-16,2 Congregate Living,6 Shelter,28
2021-03-16,3 Education,10 School - Post-Secondary,2
2021-03-16,3 Education,11 Child care,40
2021-03-16,3 Education,7 School - Elementary,83
2021-03-16,3 Education,8 School - Secondary,16
2021-03-16,3 Education,9 School - Elementary/Secondary,1
2021-03-16,4 Workplace,12 Workplace - Farm,16
2021-03-16,4 Workplace,13 Workplace - Food Processing,5
