Name;Organisation;Country;Pays;URL;Description;Location;Latitude;Longitude;Code En;Code Fr;Country Slug;Column 1;Column 9;Thematic;Portal typology;Column 14;Column 15;Column 16;Column 17;Code Es
Supreme economic court of the Republic of Uzbekistan;Supreme economic court of the Republic of Uzbekistan;Uzbekistan;Ouzbékistan;http://sud.uz/очиқ-маълумотлар;;;Ўзбекистон Республикаси;Тошкент ш.;Uzbekistan - Supreme economic court of the Republic of Uzbekistan;Ouzbékistan - Supreme economic court of the Republic of Uzbekistan;uzbekistan;2020-07-28T11:09:30-04:00;info@supcourt.uz;Administration;Public Sector, National Level;А.Қодирий кўч.;1. 100186.;;;pais - Supreme economic court of the Republic of Uzbekistan
CENTRE OF HYDROMETEOROLOGICAL SERVICE OF THE REPUBLIC OF UZBEKISTAN (UZHYDROMET);CENTRE OF HYDROMETEOROLOGICAL SERVICE OF THE REPUBLIC OF UZBEKISTAN (UZHYDROMET);Uzbekistan;Ouzbékistan;http://www.meteo.uz/#/en/open-data;;41.3271588,69.2890716;41.3271588;69.2890716;Uzbekistan - CENTRE OF HYDROMETEOROLOGICAL SERVICE OF THE REPUBLIC OF UZBEKISTAN (UZHYDROMET);Ouzbékistan - CENTRE OF HYDROMETEOROLOGICAL SERVICE OF THE REPUBLIC OF UZBEKISTAN (UZHYDROMET);uzbekistan;2020-07-29T09:13:41-04:00;uzhymet@meteo.uz;Weather Forecast;Public Sector, National Level;;;;;pais - CENTRE OF HYDROMETEOROLOGICAL SERVICE OF THE REPUBLIC OF UZBEKISTAN (UZHYDROMET)
“Ravnaq-bank” xususiy aksiyadorlik tijorat bank;“Ravnaq-bank” xususiy aksiyadorlik tijorat bank;Uzbekistan;Ouzbékistan;https://www.ravnaqbank.uz/en/services/open_data;;41.320563,69.241746;41.320563;69.241746;Uzbekistan - “Ravnaq-bank” xususiy aksiyadorlik tijorat bank;Ouzbékistan - “Ravnaq-bank” xususiy aksiyadorlik tijorat bank;uzbekistan;2020-07-29T18:00:14-04:00;info@ravnaqbank.uz;Economy;Public Sector, National Level;;;;;pais - “Ravnaq-bank” xususiy aksiyadorlik tijorat bank
DKH-Deusto Knowledge Hub;Universidad de Deusto;Spain;Espagne;http://dkh.deusto.es;Educación, Sector Público;43.2705045,-2.9377865;43.2705045;-2.9377865;Spain - DKH-Deusto Knowledge Hub;Espagne - DKH-Deusto Knowledge Hub;spain;;;Statistics;Others (Associations, Universities);;;;;España - DKH-Deusto Knowledge Hub
Open Data Rubí;Ayuntamiento de Rubí;Spain;Espagne;https://opendata.rubi.cat/es;Medio Ambiente, Sociedad y Bienestar, Demografía, Seguridad, Sector Público;41.4936389,2.03109199;41.4936389;2.03109199;Spain - Open Data Rubí;Espagne - Open Data Rubí;spain;;;Local Government;Public Sector, Local Level;;;;;España - Open Data Rubí
Ayuntamiento de Pozoblanco - Datos Abiertos;Ayuntamiento de Pozoblanco;Spain;Espagne;http://www.pozoblanco.es/contenido/datos-abiertos;;38.377461,-4.848319;38.377461;-4.848319;Spain - Ayuntamiento de Pozoblanco - Datos Abiertos;Espagne - Ayuntamiento de Pozoblanco - Datos Abiertos;spain;;;Local Government;Public Sector, Local Level;;;;;España - Ayuntamiento de Pozoblanco - Datos Abiertos
Ayuntamiento de Casas de Miravete - Open Data;Ayuntamiento de Casas de Miravete - Open Data;Spain;Espagne;http://www.casasdemiravete.es/open-data;;39.727558,-5.743467;39.727558;-5.743467;Spain - Ayuntamiento de Casas de Miravete - Open Data;Espagne - Ayuntamiento de Casas de Miravete - Open Data;spain;;;Local Government;Public Sector, Local Level;;;;;España - Ayuntamiento de Casas de Miravete - Open Data
ABS Statistics;Australian Bureau of Statistics;Australia;Australie;http://www.abs.gov.au/ausstats;Access the full range of ABS statistical and reference information.;-23.033333,133.416667;-23.033333;133.416667;Australia - ABS Statistics;Australie - ABS Statistics;australia;;;Statistics;Public Sector, National Level;;;;;Australia - ABS Statistics
Ada County Highway District;Ada County Highway District;United States;Etats-Unis;http://maps.achd.opendata.arcgis.com;Arcgis OpenData Portal;43.5464463626,-116.25199873;43.54644636;-116.2519987;United States - Ada County Highway District;Etats-Unis - Ada County Highway District;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - Ada County Highway District
Amsterdam Economic Board Open Data Exchange (ode);Netherlands;Netherlands;Pays-Bas;http://amsterdamopendata.nl;;52.3667,4.9;52.3667;04/09/2016;Netherlands - Amsterdam Economic Board Open Data Exchange (ode);Pays-Bas - Amsterdam Economic Board Open Data Exchange (ode);netherlands;;;Local Government;Public Sector, Local Level;;;;;Países Bajos - Amsterdam Economic Board Open Data Exchange (ode)
Australian Data Archive;Australian Data Archive;Australia;Australie;https://www.ada.edu.au;The Australian Data Archive (ADA) provides a national service for the collection and preservation of digital research data and to make these data available for secondary analysis by academic researchers and other users.;-35.286008,149.116913;-35.286008;149.116913;Australia - Australian Data Archive;Australie - Australian Data Archive;australia;;;Health,Administration,Statistics;Public Sector, National Level;;;;;Australia - Australian Data Archive
Bari Open Data;Italy;Italy;Italie;http://opendata.comune.bari.it;;41.1253,16.8667;41.1253;16.8667;Italy - Bari Open Data;Italie - Bari Open Data;italy;;;Local Government;Public Sector, Local Level;;;;;Italia - Bari Open Data
Bremen Open Data;Germany;Germany;Allemagne;http://daten.bremen.de;;53.079,8.8017;53.079;01/08/8017;Germany - Bremen Open Data;Allemagne - Bremen Open Data;germany;;;Local Government;Public Sector, Local Level;;;;;Alemania - Bremen Open Data
Campbell County,Virginia;Campbell County,Virginia;United States;Etats-Unis;http://data.campbellva.opendata.arcgis.com;Arcgis OpenData Portal;37.2511633537,-79.1357192383;37.25116335;-79.13571924;United States - Campbell County,Virginia;Etats-Unis - Campbell County,Virginia;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - Campbell County,Virginia
Causeway Coastand Glens Open Data-Copy;Causeway Coastand Glens Open Data-Copy;United Kingdom;Royaume-Uni;http://data-1.cbcni.opendata.arcgis.com;Arcgis OpenData Portal;54.7002067117,-6.80920605469;54.70020671;-6.809206055;United Kingdom - Causeway Coastand Glens Open Data-Copy;Royaume-Uni - Causeway Coastand Glens Open Data-Copy;united-kingdom;;;Local Government;Public Sector, Local Level;;;;;Reino Unido - Causeway Coastand Glens Open Data-Copy
China Meteorological Administration;China;China;Chine;http://www.cma.gov.cn/en2014;;35.0,103.0;35;103;China - China Meteorological Administration;Chine - China Meteorological Administration;china;;;Weather Forecast;Public Sector, National Level;;;;;China - China Meteorological Administration
Cia World Factbook;United States;United States;Etats-Unis;https://www.cia.gov/library/publications/the-world-factbook;;38.8951,-77.0367;38.8951;-77.0367;United States - Cia World Factbook;Etats-Unis - Cia World Factbook;united-states;;;Administration;Public Sector, National Level;;;;;Estados Unidos de América - Cia World Factbook
City of Marion;City of Marion;United States;Etats-Unis;http://data.marion.opendata.arcgis.com;Arcgis OpenData Portal;35.6840085796,-82.009;35.68400858;-82009;United States - City of Marion;Etats-Unis - City of Marion;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - City of Marion
Clayton County;Clayton County;United States;Etats-Unis;http://opendata.cccd-gis.opendata.arcgis.com;Arcgis OpenData Portal;33.4996614417,-84.3591098633;33.49966144;-84.35910986;United States - Clayton County;Etats-Unis - Clayton County;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - Clayton County
Concellode Lugo;Concellode Lugo;Spain;Espagne;http://concellolugo.esrism.opendata.arcgis.com;Arcgis OpenData Portal;43.0152960609,-7.56166595459;43.01529606;-7.561665955;Spain - Concellode Lugo;Espagne - Concellode Lugo;spain;;;Local Government;Public Sector, Local Level;;;;;España - Concellode Lugo
CRB Open Data;CRB Open Data;Canada;Canada;http://crb.capitalregion.opendata.arcgis.com;Arcgis OpenData Portal;53.6150346925,-113.476911133;53.61503469;-113.4769111;Canada - CRB Open Data;Canada - CRB Open Data;canada;;;Local Government;Public Sector, Local Level;;;;;Canadá - CRB Open Data
Dataverse;United States;United States;Etats-Unis;http://dataverse.pitt.edu/external/datasets.php;;40.4446,-79.9533;40.4446;-79.9533;United States - Dataverse;Etats-Unis - Dataverse;united-states;;;Statistics;Others (Associations, Universities);;;;;Estados Unidos de América - Dataverse
Demo INE;Demo INE;Spain;Espagne;http://demoine.esrism.opendata.arcgis.com;Arcgis OpenData Portal;39.8488541708,-3.049375;39.84885417;-3.049375;Spain - Demo INE;Espagne - Demo INE;spain;;;Statistics;Public Sector, National Level;;;;;España - Demo INE
Edmonton, Alberta;City Of Edmonton;Canada;Canada;http://data.edmonton.ca;Uses Socrata. You may consult a [list of datasets to be released](https://docs.google.com/spreadsheet/ccc?key=0ApBkb2qCoC6MdGx6M0RkN256Qnh4Qjh6MWE4QmdDUGc#gid=0) or [contact the office of the CIO](mailto:opendata@edmonton.ca). Adapted the [Vancouver license](http://www.edmonton.ca/city_Government/initiatives_innovation/open-data-terms-of-use.aspx).;53.550135939,-113.468712219;53.55013594;-113.4687122;Canada - Edmonton, Alberta;Canada - Edmonton, Alberta;canada;;;Local Government;Public Sector, Local Level;;;;;Canadá - Edmonton, Alberta
Evansville& Vanderburgh County GIS Data;Evansville& Vanderburgh County GIS Data;United States;Etats-Unis;http://gisdata.evvc.opendata.arcgis.com;Arcgis OpenData Portal;38.1454963093,-95.2214201167;38.14549631;-95.22142012;United States - Evansville& Vanderburgh County GIS Data;Etats-Unis - Evansville& Vanderburgh County GIS Data;united-states;;;Local Government,Geospatial;Public Sector, Local Level;;;;;Estados Unidos de América - Evansville& Vanderburgh County GIS Data
Factual;United States;United States;Etats-Unis;http://developer.factual.com;;38.8833,-77.0167;38.8833;-77.0167;United States - Factual;Etats-Unis - Factual;united-states;;;Geospatial;Business;;;;;Estados Unidos de América - Factual
Food Standards Agency Open Data;Food Standards Agency;United Kingdom;Royaume-Uni;https://data.food.gov.uk;Food, Safety, Business,;51.517165,-0.120443;51.517165;-0.120443;United Kingdom - Food Standards Agency Open Data;Royaume-Uni - Food Standards Agency Open Data;united-kingdom;;;Environment,Health;Public Sector, National Level;;;;;Food Standards Agency Open Data
Geological Survey Of Finland;Finland;Finland;Finlande;http://gtk.fi;;64.0,26.0;64;26;Finland - Geological Survey Of Finland;Finlande - Geological Survey Of Finland;finland;;;Environment;Public Sector, National Level;;;;;Finlandia - Geological Survey Of Finland
Geologische Bundesanstalt;Austria;Austria;Autriche;https://www.geologie.ac.at/en;;48.2,16.35;48.2;16.35;Austria - Geologische Bundesanstalt;Autriche - Geologische Bundesanstalt;austria;;;Environment;Public Sector, National Level;;;;;Austria - Geologische Bundesanstalt
GeoSinager;GeoSinager;Bolivia;Bolivie;http://geosinager.defensacivil.gob.bo;;-16.5023775,-68.1336451;-16.5023775;-68.1336451;Bolivia - GeoSinager;Bolivie - GeoSinager;bolivia;;;Geospatial;Others (Associations, Universities);;;;;Bolivia - GeoSinager
Glenelg Shire Council Data;Glenelg Shire Council;Australia;Australie;http://data.gov.au/organization/glenelg-shire-council;Glenelg Shire Council open data;-38.351881,141.607905;-38.351881;141.607905;Australia - Glenelg Shire Council Data;Australie - Glenelg Shire Council Data;australia;;;Local Government;Public Sector, Local Level;;;;;Australia - Glenelg Shire Council Data
Global Administrative Areas;International Organizations;United States;Etats-Unis;http://gadm.org;;37.8719034,-122.2607286;37.8719034;-122.2607286;United States - Global Administrative Areas;Etats-Unis - Global Administrative Areas;united-states;;;Geospatial;Others (Associations, Universities);;;;;Estados Unidos de América - Global Administrative Areas
Gov.uk Statistics;United Kingdom;United Kingdom;Royaume-Uni;http://gov.uk/Government/statistics;;51.5,-0.11667;51.5;-0.11667;United Kingdom - Gov.uk Statistics;Royaume-Uni - Gov.uk Statistics;united-kingdom;;;Statistics;Public Sector, National Level;;;;;Reino Unido - Gov.uk Statistics
Grand Lyon;Grand Lyon;France;France;http://data.grandlyon.com;;45.7609,4.8367;45.7609;01/04/8367;France - Grand Lyon;France - Grand Lyon;france;;;Local Government;Public Sector, Local Level;;;;;Francia - Grand Lyon
Hack The Commute;Hack The Commute;United States;Etats-Unis;http://hackthecommute.esrihax.opendata.arcgis.com;Arcgis OpenData Portal;47.5991310294,-122.310241833;47.59913103;-122.3102418;United States - Hack The Commute;Etats-Unis - Hack The Commute;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - Hack The Commute
Henry County GIS Layer Download;Henry County GIS Layer Download;United States;Etats-Unis;http://data.henrycounty.opendata.arcgis.com;Arcgis OpenData Portal;41.316001615,-83.6336704101;41.31600162;-83.63367041;United States - Henry County GIS Layer Download;Etats-Unis - Henry County GIS Layer Download;united-states;;;Local Government;Public Sector, Local Level;;;;;Estados Unidos de América - Henry County GIS Layer Download
Huntsville, Al Gis;United States;United States;Etats-Unis;http://huntsvilleal.gov/gis;;34.73,-86.585;34.73;-86585;United States - Huntsville, Al Gis;Etats-Unis - Huntsville, Al Gis;united-states;;;Local Government,Geospatial;Public Sector, Local Level;;;;;Estados Unidos de América - Huntsville, Al Gis
i2i Open data portal (Financial inclusion);insight2impact;Uganda, Kenya, South Africa, Nigeria, Zambia, Ghana,;;http://i2ifacility.org/data-portal;Financial;-26.1714537,27.8999389;-26.1714537;27.8999389;Uganda, Kenya, South Africa, Nigeria, Zambia, Ghana, - i2i Open data portal (Financial inclusion);i2i Open data portal (Financial inclusion);uganda-kenya-south-africa-nigeria-zambia-ghana;;;Economy;Others (Associations, Universities);;;;;i2i Open data portal (Financial inclusion)
Insituto Nacional de Estadistica SigeD 2.0;Insituto Nacional de Estadistica SigeD 2.1;Bolivia;Bolivie;http://geo.ine.gob.bo/cartografia1;;-16.5023775,-68.1336451;-16.5023775;-68.1336451;Bolivia - Insituto Nacional de Estadistica SigeD 2.0;Bolivie - Insituto Nacional de Estadistica SigeD 2.0;bolivia;;;Statistics;Public Sector, National Level;;;;;Bolivia - Insituto Nacional de Estadistica SigeD 2.0
Instituto Nacional De Estadística Y Geografía;Mexico;Mexico;Mexique;http://www.inegi.org.mx;;19.0,-99.1333;19;-99.1333;Mexico - Instituto Nacional De Estadística Y Geografía;Mexique - Instituto Nacional De Estadística Y Geografía;mexico;;;Statistics;Public Sector, National Level;;;;;México - Instituto Nacional De Estadística Y Geografía
ISIDORE;CNRS;France;France;http://www.rechercheisidore.fr;sciences, social sciences, humanities;48.8476037,2.2618047;48.8476037;2.2618047;France - ISIDORE;France - ISIDORE;france;;;Statistics;Others (Associations, Universities);;;;;Francia - ISIDORE
